Event,Time_CPU,Time_RTC,Ardn_time[ms],ADC[0-0123],SiPM[mV],Deadtime[ms],Temp[C]
465,11:07:04,0:19:20,503207,199,33.86,2401,31.43
466,11:07:04,0:19:21,503836,135,24.92,2406,31.43
467,11:07:05,0:19:21,504261,294,51.51,2412,32.07
468,11:07:06,0:19:23,505848,83,20.46,2417,31.43
469,11:07:07,0:19:23,505933,359,69.86,2422,32.07
470,11:07:07,0:19:24,507088,76,19.69,2427,32.18
471,11:07:08,0:19:24,507524,56,16.76,2432,32.07
472,11:07:09,0:19:25,508332,368,72.93,2437,31.43
473,11:07:09,0:19:25,508479,499,141.24,2442,32.07
474,11:07:10,0:19:26,509416,156,27.28,2448,32.07
475,11:07:12,0:19:28,511907,199,33.86,2453,31.75
476,11:07:13,0:19:29,512496,120,23.58,2458,32.07
477,11:07:14,0:19:30,513015,408,90.57,2464,32.07
478,11:07:14,0:19:30,513105,156,27.28,2469,31.96
479,11:07:14,0:19:31,513959,380,78.12,2474,31.64
480,11:07:15,0:19:31,514036,159,27.66,2479,32.07
481,11:07:15,0:19:31,514385,259,44.69,2484,31.86
482,11:07:16,0:19:32,515524,497,142.37,2490,32.07
483,11:07:16,0:19:33,515759,287,50.23,2496,32.18
484,11:07:17,0:19:33,516253,454,115.28,2501,31.64
485,11:07:18,0:19:34,517507,371,73.82,2507,31.86
486,11:07:19,0:19:35,518422,63,17.91,2512,31.86
487,11:07:22,0:19:38,521138,480,130.21,2518,31.86
488,11:07:22,0:19:39,521999,63,17.91,2524,31.86
489,11:07:23,0:19:39,522349,60,17.43,2530,31.75
490,11:07:23,0:19:40,523054,142,25.64,2536,31.75
491,11:07:24,0:19:40,523832,79,20.03,2541,32.18
492,11:07:25,0:19:41,523900,63,17.91,2546,32.07
493,11:07:25,0:19:41,524158,216,36.85,2552,32.18
494,11:07:26,0:19:42,525730,92,21.32,2557,31.86
495,11:07:26,0:19:43,525963,49,15.48,2562,31.86
496,11:07:27,0:19:43,526078,71,19.06,2567,32.18
497,11:07:28,0:19:44,527161,455,117.03,2572,32.18
498,11:07:28,0:19:44,527222,49,15.48,2577,32.18
499,11:07:30,0:19:46,529401,174,29.79,2582,31.96
500,11:07:31,0:19:47,530449,62,17.75,2587,31.86
501,11:07:31,0:19:47,530529,48,15.29,2593,31.86
502,11:07:31,0:19:48,530881,79,20.03,2598,31.86
503,11:07:32,0:19:48,531057,369,73.42,2603,32.18
504,11:07:33,0:19:49,532524,76,19.69,2608,31.96
505,11:07:33,0:19:50,532676,280,48.67,2613,31.86
506,11:07:34,0:19:50,533449,327,59.28,2619,32.07
507,11:07:36,0:19:52,535724,207,35.26,2624,31.86
508,11:07:40,0:19:56,539191,103,22.23,2629,31.86
509,11:07:40,0:19:56,539533,435,104.92,2634,32.07
510,11:07:40,0:19:57,539650,355,68.30,2639,31.86
511,11:07:40,0:19:57,539888,524,150.73,2644,32.07
512,11:07:40,0:19:57,539951,156,27.28,2650,31.86
513,11:07:40,0:19:57,539995,70,18.93,2655,31.86
514,11:07:40,0:19:57,540154,79,20.03,2661,31.96
515,11:07:41,0:19:57,540608,236,40.44,2666,32.07
516,11:07:41,0:19:58,540877,216,36.85,2672,32.18
517,11:07:42,0:19:58,541322,56,16.76,2677,32.18
518,11:07:43,0:19:59,542371,112,22.94,2682,32.07
519,11:07:43,0:19:59,542768,87,20.86,2687,31.96
520,11:07:44,0:20:0,543232,396,85.28,2692,32.18
521,11:07:44,0:20:0,543745,193,32.84,2697,32.07
522,11:07:45,0:20:1,544249,86,20.77,2702,31.64
523,11:07:45,0:20:1,544340,481,129.57,2707,32.07
524,11:07:46,0:20:2,545717,263,45.37,2713,31.86
525,11:07:47,0:20:4,546825,192,32.67,2719,31.96
526,11:07:48,0:20:4,547537,96,21.67,2724,32.18
527,11:07:49,0:20:6,548877,281,48.90,2729,32.18
528,11:07:51,0:20:7,550062,60,17.43,2735,32.18
529,11:07:51,0:20:7,550102,169,29.05,2741,32.18
530,11:07:51,0:20:7,550449,167,28.76,2746,32.18
531,11:07:52,0:20:8,551299,627,249.17,2751,32.07
532,11:07:53,0:20:9,552124,63,17.91,2756,32.07
533,11:07:54,0:20:10,553162,79,20.03,2762,31.86
534,11:07:54,0:20:10,553425,113,23.02,2767,32.18
535,11:07:55,0:20:11,554205,76,19.69,2772,32.07
536,11:07:56,0:20:13,556054,332,61.17,2777,32.18
537,11:07:57,0:20:13,556378,179,30.55,2782,31.96
538,11:07:57,0:20:14,556921,531,160.62,2787,31.96
539,11:07:58,0:20:14,557613,319,57.64,2793,31.86
540,11:07:59,0:20:15,558780,319,57.64,2798,32.18
541,11:08:00,0:20:16,558897,174,29.79,2803,31.96
542,11:08:00,0:20:16,559073,316,56.81,2808,31.86
543,11:08:02,0:20:18,561082,271,46.93,2813,32.18
544,11:08:02,0:20:18,561445,70,18.93,2819,32.18
545,11:08:03,0:20:19,562203,108,22.63,2825,31.96
546,11:08:03,0:20:19,562418,248,42.69,2830,32.18
547,11:08:06,0:20:23,565886,371,73.82,2836,32.07
548,11:08:07,0:20:23,566168,192,32.67,2841,31.86
549,11:08:08,0:20:25,568045,88,20.96,2846,32.18
550,11:08:10,0:20:26,569673,97,21.75,2851,32.18
551,11:08:12,0:20:28,571592,110,22.78,2856,31.96
552,11:08:12,0:20:29,571683,94,21.50,2861,32.18
553,11:08:14,0:20:30,573414,56,16.76,2866,32.18
554,11:08:14,0:20:31,574001,399,87.30,2871,32.18
555,11:08:15,0:20:31,574722,185,31.51,2876,32.18
556,11:08:16,0:20:32,574994,451,113.08,2881,31.86
557,11:08:16,0:20:32,575502,177,30.25,2886,31.96
558,11:08:17,0:20:33,576798,265,45.75,2891,32.18
559,11:08:18,0:20:35,578018,319,57.64,2897,31.86
560,11:08:20,0:20:36,579649,127,24.18,2902,32.18
561,11:08:21,0:20:37,580160,188,32.01,2907,31.96
562,11:08:21,0:20:37,580616,207,35.26,2912,32.18
563,11:08:22,0:20:38,581510,271,46.93,2917,31.86
564,11:08:23,0:20:40,582982,124,23.92,2923,32.18
565,11:08:24,0:20:40,583236,88,20.96,2929,32.18
566,11:08:24,0:20:41,583769,49,15.48,2934,32.18
567,11:08:25,0:20:41,584361,207,35.26,2939,32.18
568,11:08:27,0:20:43,586011,105,22.39,2944,32.07
569,11:08:27,0:20:43,586603,483,132.60,2949,32.18
570,11:08:28,0:20:44,587451,156,27.28,2955,31.96
571,11:08:29,0:20:45,588778,63,17.91,2960,32.18
572,11:08:30,0:20:46,589036,63,17.91,2966,32.07
573,11:08:32,0:20:48,591711,161,27.93,2972,32.07
574,11:08:33,0:20:49,592194,368,72.93,2977,32.07
575,11:08:34,0:20:50,593549,310,55.16,2982,32.07
576,11:08:35,0:20:51,594122,94,21.50,2987,32.18
577,11:08:35,0:20:51,594221,103,22.23,2992,32.18
578,11:08:35,0:20:52,594828,76,19.69,2997,32.18
579,11:08:36,0:20:52,595741,492,134.92,3002,32.07
580,11:08:37,0:20:53,596177,348,65.64,3008,32.07
581,11:08:38,0:20:54,597116,227,38.83,3013,31.96
582,11:08:38,0:20:54,597830,415,95.00,3018,31.96
583,11:08:38,0:20:55,598200,49,15.48,3023,32.18
584,11:08:40,0:20:56,599741,415,95.00,3028,32.18
585,11:08:41,0:20:57,600147,604,210.97,3033,32.18
586,11:08:41,0:20:57,600679,211,35.96,3038,32.07
587,11:08:41,0:20:58,600926,99,21.91,3043,32.18
588,11:08:43,0:20:59,602531,89,21.05,3048,31.96
589,11:08:44,0:21:0,602856,319,57.64,3053,32.07
590,11:08:44,0:21:0,602998,127,24.18,3058,32.18
591,11:08:44,0:21:1,603114,207,35.26,3063,32.18
592,11:08:45,0:21:1,604223,60,17.43,3068,32.18
593,11:08:46,0:21:2,605750,103,22.23,3074,32.18
594,11:08:47,0:21:3,606148,380,78.12,3079,32.18
595,11:08:47,0:21:3,606181,327,59.28,3084,32.18
596,11:08:47,0:21:4,606346,263,45.37,3090,32.18
597,11:08:48,0:21:4,606716,99,21.91,3096,32.18
598,11:08:48,0:21:4,606898,103,22.23,3101,32.18
599,11:08:49,0:21:5,607618,316,56.81,3106,32.18
600,11:08:49,0:21:5,607751,63,17.91,3111,32.18
601,11:08:49,0:21:6,607827,206,35.07,3117,32.18
602,11:08:50,0:21:6,608851,51,15.86,3122,32.18
603,11:08:50,0:21:6,609833,76,19.69,3127,32.07
604,11:08:51,0:21:7,610775,423,97.36,3132,32.18
605,11:08:52,0:21:8,611064,103,22.23,3137,32.18
606,11:08:52,0:21:8,611522,67,18.51,3142,32.18
607,11:08:53,0:21:9,612198,112,22.94,3148,32.18
608,11:08:53,0:21:10,613182,88,20.96,3153,32.18
609,11:08:55,0:21:11,614042,177,30.25,3158,32.18
610,11:08:55,0:21:11,614177,231,39.55,3163,32.18
611,11:08:56,0:21:12,615169,127,24.18,3168,32.18
612,11:08:56,0:21:12,615710,415,95.00,3173,32.18
613,11:08:57,0:21:13,616408,184,31.36,3178,32.18
614,11:08:58,0:21:14,617538,95,21.58,3183,32.18
615,11:08:58,0:21:15,617774,124,23.92,3188,32.18
616,11:09:00,0:21:16,619369,161,27.93,3194,32.18
617,11:09:01,0:21:17,620309,295,51.75,3199,32.18
618,11:09:01,0:21:17,620363,284,49.41,3204,32.18
619,11:09:02,0:21:18,621385,96,21.67,3209,32.18
620,11:09:03,0:21:19,622213,184,31.36,3214,32.18
621,11:09:03,0:21:19,622485,624,242.54,3219,32.18
622,11:09:05,0:21:21,624277,748,436.69,3224,32.18
623,11:09:06,0:21:22,625050,71,19.06,3229,32.18
624,11:09:06,0:21:22,625806,60,17.43,3234,32.18
625,11:09:07,0:21:23,626494,120,23.58,3240,32.18
626,11:09:08,0:21:24,627757,60,17.43,3246,32.18
627,11:09:09,0:21:25,628541,423,97.36,3252,32.18
628,11:09:10,0:21:26,629610,286,49.78,3257,32.18
629,11:09:12,0:21:28,631363,124,23.92,3262,32.18
630,11:09:14,0:21:30,633193,355,68.30,3268,32.18
631,11:09:14,0:21:30,633478,455,117.03,3273,32.18
632,11:09:14,0:21:30,633919,62,17.75,3278,32.18
633,11:09:14,0:21:30,634050,88,20.96,3284,32.18
634,11:09:16,0:21:32,635024,184,31.36,3289,32.18
635,11:09:16,0:21:32,635141,361,70.62,3294,32.18
636,11:09:16,0:21:32,635503,143,25.74,3299,32.18
637,11:09:17,0:21:33,636503,88,20.96,3304,32.18
638,11:09:18,0:21:35,637889,56,16.76,3309,32.18
639,11:09:19,0:21:35,638362,172,29.49,3314,32.18
640,11:09:19,0:21:36,638568,96,21.67,3319,32.18
641,11:09:20,0:21:36,638611,231,39.55,3324,32.18
642,11:09:20,0:21:36,638620,54,16.41,3329,32.18
643,11:09:21,0:21:37,640175,174,29.79,3334,32.18
644,11:09:23,0:21:39,642679,206,35.07,3339,32.18
645,11:09:23,0:21:39,642712,127,24.18,3344,32.18
646,11:09:23,0:21:39,643055,87,20.86,3350,32.18
647,11:09:24,0:21:40,643196,102,22.15,3355,32.18
648,11:09:24,0:21:40,643295,527,155.96,3360,32.18
649,11:09:24,0:21:41,643490,355,68.30,3366,32.18
650,11:09:25,0:21:41,644376,254,43.77,3371,32.18
651,11:09:25,0:21:42,644978,67,18.51,3376,32.18
652,11:09:26,0:21:42,645120,54,16.41,3382,32.18
653,11:09:27,0:21:43,646286,62,17.75,3387,32.18
654,11:09:27,0:21:43,646358,423,97.36,3393,32.18
655,11:09:29,0:21:45,648003,444,109.09,3398,32.18
656,11:09:30,0:21:46,649354,280,48.67,3403,32.18
657,11:09:31,0:21:47,650179,412,92.93,3409,32.18
658,11:09:31,0:21:47,650191,56,16.76,3414,32.18
659,11:09:32,0:21:48,650270,220,37.58,3420,32.18
660,11:09:32,0:21:48,650916,304,53.73,3425,32.18
661,11:09:35,0:21:51,654195,110,22.78,3430,32.18
662,11:09:35,0:21:51,654601,312,55.68,3435,32.18
663,11:09:35,0:21:51,654722,65,18.22,3440,32.18
664,11:09:36,0:21:52,655453,67,18.51,3446,32.18
665,11:09:37,0:21:53,656134,207,35.26,3452,32.18
666,11:09:37,0:21:54,656948,62,17.75,3457,32.18
667,11:09:38,0:21:55,657955,675,317.99,3463,32.18
668,11:09:39,0:21:55,658045,271,46.93,3468,32.18
669,11:09:39,0:21:55,658241,284,49.41,3474,32.18
670,11:09:40,0:21:56,658352,335,61.77,3479,32.18
671,11:09:40,0:21:56,658676,284,49.41,3484,32.18
672,11:09:43,0:21:59,662599,67,18.51,3489,32.18
673,11:09:44,0:22:0,662968,208,35.43,3495,32.18
674,11:09:48,0:22:4,667148,321,58.01,3500,32.18
675,11:09:50,0:22:6,669105,166,28.62,3505,32.18
676,11:09:50,0:22:6,669582,88,20.96,3510,32.18
677,11:09:51,0:22:7,670694,472,125.87,3515,32.18
678,11:09:52,0:22:8,671169,295,51.75,3521,32.18
679,11:09:52,0:22:8,671525,206,35.07,3526,32.18
680,11:09:53,0:22:9,672159,352,66.89,3531,32.18
681,11:09:53,0:22:9,672258,368,72.93,3536,32.18
682,11:09:54,0:22:10,673146,81,20.25,3541,32.18
683,11:09:54,0:22:10,673252,334,61.44,3546,32.18
684,11:09:54,0:22:11,673480,206,35.07,3551,32.18
685,11:09:55,0:22:11,673824,204,34.73,3556,32.18
686,11:09:55,0:22:11,674192,216,36.85,3561,32.18
687,11:09:58,0:22:14,676978,444,109.09,3566,32.18
688,11:09:58,0:22:14,677670,60,17.43,3571,32.18
689,11:10:03,0:22:19,682151,158,27.53,3577,32.18
690,11:10:03,0:22:19,682607,158,27.53,3582,32.18
691,11:10:05,0:22:21,684474,467,121.56,3587,32.18
692,11:10:05,0:22:22,684685,112,22.94,3593,32.18
693,11:10:06,0:22:22,684971,152,26.78,3598,32.18
694,11:10:06,0:22:23,685785,742,406.60,3603,32.18
695,11:10:07,0:22:23,686342,92,21.32,3608,32.18
696,11:10:07,0:22:24,686825,231,39.55,3613,32.18
697,11:10:08,0:22:24,687149,335,61.77,3618,32.18
698,11:10:08,0:22:24,687313,167,28.76,3623,32.18
699,11:10:09,0:22:25,688611,60,17.43,3628,32.18
700,11:10:10,0:22:26,689080,199,33.86,3634,32.18
701,11:10:12,0:22:28,691102,316,56.81,3639,32.18
702,11:10:12,0:22:28,691475,224,38.29,3644,32.18
703,11:10:13,0:22:29,691757,294,51.51,3649,32.18
704,11:10:15,0:22:31,694246,127,24.18,3654,32.18
705,11:10:15,0:22:31,694731,63,17.91,3661,32.18
706,11:10:17,0:22:33,696898,792,615.27,3667,32.18
707,11:10:17,0:22:33,696915,115,23.18,3672,32.18
708,11:10:20,0:22:36,699246,403,88.99,3678,32.18
709,11:10:21,0:22:37,700310,359,69.86,3683,32.18
710,11:10:22,0:22:38,701724,63,17.91,3688,32.18
711,11:10:23,0:22:39,702728,79,20.03,3694,32.18
712,11:10:27,0:22:43,706895,176,30.09,3699,32.18
713,11:10:27,0:22:44,707008,56,16.76,3704,32.18
714,11:10:29,0:22:45,708113,120,23.58,3709,32.18
715,11:10:29,0:22:45,708128,81,20.25,3715,32.18
716,11:10:30,0:22:46,709138,332,61.17,3720,32.18
717,11:10:30,0:22:46,709600,120,23.58,3725,32.18
718,11:10:31,0:22:48,710902,99,21.91,3731,32.18
719,11:10:32,0:22:48,710978,369,73.42,3736,32.18
720,11:10:32,0:22:48,711131,496,144.49,3741,32.18
721,11:10:33,0:22:49,712457,391,82.35,3747,32.18
722,11:10:33,0:22:50,712877,76,19.69,3752,32.18
723,11:10:34,0:22:51,713743,312,55.68,3757,32.18
724,11:10:35,0:22:52,714764,268,46.26,3762,32.18
725,11:10:36,0:22:52,715084,76,19.69,3768,32.18
726,11:10:36,0:22:52,715452,271,46.93,3773,32.18
727,11:10:38,0:22:54,717155,271,46.93,3779,32.18
728,11:10:38,0:22:54,717270,131,24.54,3785,32.18
729,11:10:38,0:22:55,718238,51,15.86,3791,32.18
730,11:10:40,0:22:56,719229,140,25.42,3796,32.18
731,11:10:41,0:22:57,720587,430,101.41,3802,32.18
732,11:10:43,0:22:59,722459,225,38.48,3807,32.18
733,11:10:45,0:23:1,724492,344,64.67,3812,32.18
734,11:10:46,0:23:2,725225,355,68.30,3817,32.18
735,11:10:46,0:23:2,725629,463,119.23,3822,32.18
736,11:10:46,0:23:2,725832,143,25.74,3827,32.18
737,11:10:47,0:23:3,726413,280,48.67,3832,32.18
738,11:10:48,0:23:4,727142,124,23.92,3838,32.18
739,11:10:48,0:23:4,727197,76,19.69,3844,32.18
740,11:10:49,0:23:5,727593,352,66.89,3849,32.18
741,11:10:49,0:23:5,728130,268,46.26,3854,32.18
742,11:10:50,0:23:6,729221,103,22.23,3860,32.18
743,11:10:53,0:23:9,732529,319,57.64,3865,32.18
744,11:10:57,0:23:13,736194,88,20.96,3870,32.18
745,11:10:57,0:23:13,736225,63,17.91,3875,32.18
746,11:10:58,0:23:14,737026,384,80.08,3881,32.18
747,11:10:58,0:23:14,737336,184,31.36,3886,32.18
748,11:10:59,0:23:15,738441,60,17.43,3891,32.18
749,11:11:00,0:23:16,739606,231,39.55,3897,32.18
750,11:11:01,0:23:17,740318,412,92.93,3902,32.18
751,11:11:01,0:23:18,740359,433,104.37,3907,32.18
752,11:11:02,0:23:18,741081,99,21.91,3912,32.18
753,11:11:02,0:23:18,741576,56,16.76,3917,32.18
754,11:11:03,0:23:19,742298,248,42.69,3922,32.18
755,11:11:03,0:23:20,742854,248,42.69,3928,32.18
756,11:11:04,0:23:21,743779,275,47.73,3934,32.18
757,11:11:05,0:23:21,744389,408,90.57,3940,32.18
758,11:11:05,0:23:22,744455,56,16.76,3945,32.18
759,11:11:06,0:23:22,745344,432,101.61,3950,32.18
760,11:11:06,0:23:22,745536,359,69.86,3955,32.18
761,11:11:06,0:23:22,745548,291,50.97,3960,32.18
762,11:11:07,0:23:24,746783,316,56.81,3966,32.18
763,11:11:08,0:23:24,746858,462,120.87,3971,32.18
764,11:11:08,0:23:24,746932,275,47.73,3977,32.18
765,11:11:09,0:23:25,747062,480,130.21,3983,32.18
766,11:11:09,0:23:25,747376,79,20.03,3989,32.18
767,11:11:09,0:23:25,748129,163,28.20,3994,32.18
768,11:11:09,0:23:25,748808,67,18.51,3999,32.18
769,11:11:10,0:23:26,749014,56,16.76,4005,32.18
770,11:11:11,0:23:27,750540,127,24.18,4010,32.18
771,11:11:13,0:23:29,752750,192,32.67,4015,32.18
772,11:11:15,0:23:32,754863,231,39.55,4020,32.18
773,11:11:16,0:23:32,755334,604,210.97,4025,32.18
774,11:11:17,0:23:34,756852,518,151.06,4030,32.18
775,11:11:19,0:23:35,758038,240,41.21,4036,32.18
776,11:11:20,0:23:36,759007,120,23.58,4042,32.18
777,11:11:23,0:23:39,762658,63,17.91,4048,32.18
778,11:11:23,0:23:40,762845,415,95.00,4054,32.18
779,11:11:24,0:23:40,762901,207,35.26,4059,32.18
780,11:11:27,0:23:44,766787,88,20.96,4064,32.18
781,11:11:28,0:23:44,767424,590,200.72,4069,32.18
782,11:11:30,0:23:46,768985,56,16.76,4074,32.18
783,11:11:30,0:23:47,769897,56,16.76,4079,32.18
784,11:11:31,0:23:47,769985,216,36.85,4084,32.18
785,11:11:32,0:23:48,771168,112,22.94,4089,32.18
786,11:11:32,0:23:48,771581,319,57.64,4094,32.18
787,11:11:35,0:23:51,774110,76,19.69,4099,32.18
788,11:11:37,0:23:53,776350,417,95.20,4104,32.18
789,11:11:38,0:23:54,777049,263,45.37,4109,32.18
790,11:11:39,0:23:55,778337,102,22.15,4115,32.18
791,11:11:39,0:23:56,778768,287,50.23,4120,32.18
792,11:11:41,0:23:57,780049,96,21.67,4125,32.18
793,11:11:41,0:23:57,780166,302,53.30,4130,32.18
794,11:11:42,0:23:58,780628,364,71.71,4135,32.18
795,11:11:42,0:23:59,781819,368,72.93,4140,32.18
796,11:11:44,0:24:0,783185,113,23.02,4145,32.18
797,11:11:44,0:24:1,783805,63,17.91,4150,32.18
798,11:11:46,0:24:2,785811,67,18.51,4156,32.18
799,11:11:47,0:24:3,786649,268,46.26,4162,32.18
800,11:11:48,0:24:4,786738,238,40.82,4168,32.18
801,11:11:49,0:24:5,788683,96,21.67,4174,32.18
802,11:11:50,0:24:6,788973,216,36.85,4179,32.18
803,11:11:50,0:24:6,789019,368,72.93,4184,32.18
804,11:11:51,0:24:7,790726,88,20.96,4189,32.18
805,11:11:54,0:24:10,793252,152,26.78,4194,32.18
806,11:11:55,0:24:11,794573,368,72.93,4199,32.18
807,11:11:56,0:24:12,795255,368,72.93,4204,32.18
808,11:11:56,0:24:13,795853,369,73.42,4209,29.71
809,11:11:58,0:24:14,797198,307,54.48,4214,32.18
810,11:11:59,0:24:15,798694,304,53.73,4219,32.18
811,11:12:00,0:24:16,798909,79,20.03,4224,32.18
812,11:12:01,0:24:17,800437,312,55.68,4229,32.18
813,11:12:01,0:24:17,800447,284,49.41,4234,32.18
814,11:12:03,0:24:19,802553,652,262.10,4240,28.85
815,11:12:04,0:24:20,802660,81,20.25,4245,29.17
816,11:12:04,0:24:20,803100,271,46.93,4250,28.85
817,11:12:04,0:24:21,803563,430,101.41,4256,32.18
818,11:12:05,0:24:21,803846,295,51.75,4261,32.18
819,11:12:05,0:24:21,804250,449,112.05,4266,32.18
820,11:12:06,0:24:22,804481,344,64.67,4271,32.18
821,11:12:07,0:24:23,806666,88,20.96,4276,32.18
822,11:12:09,0:24:25,808417,94,21.50,4281,32.18
823,11:12:10,0:24:26,809476,252,43.42,4286,32.18
824,11:12:11,0:24:27,809910,92,21.32,4292,32.18
825,11:12:11,0:24:27,810447,513,148.53,4297,32.18
826,11:12:13,0:24:29,812100,243,41.74,4303,32.18
827,11:12:13,0:24:29,812331,176,30.09,4309,32.18
828,11:12:14,0:24:30,812951,167,28.76,4314,32.18
829,11:12:14,0:24:30,813358,62,17.75,4319,32.18
830,11:12:14,0:24:31,813509,92,21.32,4325,32.18
831,11:12:15,0:24:31,814202,167,28.76,4330,32.18
832,11:12:20,0:24:36,819751,97,21.75,4335,32.18
833,11:12:21,0:24:37,820448,56,16.76,4340,32.18
834,11:12:25,0:24:41,823994,56,16.76,4345,32.18
835,11:12:29,0:24:45,828377,78,19.92,4350,32.18
836,11:12:31,0:24:47,830215,230,39.39,4355,32.18
837,11:12:31,0:24:47,830523,319,57.64,4360,32.18
838,11:12:31,0:24:48,830876,112,22.94,4365,32.18
839,11:12:32,0:24:48,831438,60,17.43,4370,32.18
840,11:12:32,0:24:48,831478,280,48.67,4376,32.18
841,11:12:37,0:24:53,836303,79,20.03,4382,32.18
842,11:12:37,0:24:54,836345,295,51.75,4387,32.18
843,11:12:38,0:24:54,836709,391,82.35,4392,32.18
844,11:12:38,0:24:54,837354,65,18.22,4397,32.61
845,11:12:40,0:24:56,839274,103,22.23,4403,32.18
846,11:12:41,0:24:58,840822,99,21.91,4408,32.18
847,11:12:42,0:24:58,841304,63,17.91,4413,32.18
848,11:12:42,0:24:59,841473,124,23.92,4419,32.18
849,11:12:43,0:24:59,842008,198,33.69,4425,32.18
850,11:12:44,0:25:0,843285,216,36.85,4430,32.18
851,11:12:44,0:25:1,843640,432,101.61,4435,32.18
852,11:12:45,0:25:1,843831,86,20.77,4440,32.61
853,11:12:45,0:25:1,844046,551,164.56,4445,32.18
854,11:12:45,0:25:1,844519,92,21.32,4451,32.18
855,11:12:46,0:25:2,844553,294,51.51,4456,32.18
856,11:12:47,0:25:4,846787,457,118.95,4461,32.18
857,11:12:48,0:25:4,846803,124,23.92,4467,32.18
858,11:12:48,0:25:4,847270,127,24.18,4473,32.61
859,11:12:48,0:25:5,847577,358,69.10,4478,32.18
860,11:12:50,0:25:6,849051,163,28.20,4483,32.18
861,11:12:51,0:25:7,850639,112,22.94,4488,32.18
862,11:12:53,0:25:9,852326,295,51.75,4493,32.18
863,11:12:53,0:25:9,852338,227,38.83,4498,32.61
864,11:12:53,0:25:10,852538,480,130.21,4504,32.18
865,11:12:54,0:25:10,852837,236,40.44,4510,32.18
866,11:12:54,0:25:10,853026,280,48.67,4516,32.18
867,11:12:55,0:25:11,853516,399,87.30,4522,32.61
868,11:12:56,0:25:12,855456,504,143.61,4527,32.18
869,11:12:58,0:25:14,857674,368,72.93,4533,32.61
870,11:13:00,0:25:16,859324,92,21.32,4538,32.18
871,11:13:00,0:25:16,859728,467,121.56,4543,32.18
872,11:13:01,0:25:18,860845,63,17.91,4548,32.18
873,11:13:02,0:25:18,861458,231,39.55,4554,32.18
874,11:13:03,0:25:19,861979,63,17.91,4559,33.04
875,11:13:04,0:25:20,862737,241,41.39,4565,32.18
876,11:13:04,0:25:20,863372,120,23.58,4571,32.61
877,11:13:05,0:25:21,863603,332,61.17,4577,32.18
878,11:13:05,0:25:21,863912,704,326.52,4582,32.18
879,11:13:06,0:25:22,865502,70,18.93,4587,33.04
880,11:13:13,0:25:29,872337,207,35.26,4593,32.18
881,11:13:15,0:25:31,874521,96,21.67,4598,33.04
882,11:13:18,0:25:34,877428,364,71.71,4603,32.18
883,11:13:18,0:25:35,877732,396,85.28,4608,32.18
884,11:13:19,0:25:36,878801,195,33.17,4613,32.18
885,11:13:20,0:25:36,878843,167,28.76,4618,32.18
886,11:13:21,0:25:37,880256,76,19.69,4623,32.18
887,11:13:22,0:25:38,881378,140,25.42,4628,32.18
888,11:13:23,0:25:39,882199,140,25.42,4634,32.61
889,11:13:26,0:25:42,885256,366,72.41,4640,32.61
890,11:13:27,0:25:43,886171,230,39.39,4645,32.18
891,11:13:27,0:25:43,886404,126,24.09,4650,32.18
892,11:13:29,0:25:45,887988,353,67.64,4656,32.61
893,11:13:29,0:25:45,888059,199,33.86,4661,32.18
894,11:13:29,0:25:46,888555,163,28.20,4666,33.47
895,11:13:30,0:25:46,888900,78,19.92,4671,32.18
896,11:13:30,0:25:47,889773,255,43.96,4676,32.18
897,11:13:31,0:25:47,890545,440,109.25,4681,32.18
898,11:13:32,0:25:48,891528,371,73.82,4686,33.04
899,11:13:34,0:25:50,893411,486,135.98,4691,32.18
900,11:13:34,0:25:51,893636,270,46.71,4697,32.61
901,11:13:37,0:25:53,896744,287,50.23,4703,32.18
902,11:13:39,0:25:55,898597,241,41.39,4708,32.61
903,11:13:40,0:25:56,899585,327,59.28,4714,32.18
904,11:13:41,0:25:57,899947,96,21.67,4719,32.18
905,11:13:41,0:25:57,900251,92,21.32,4724,32.61
906,11:13:41,0:25:58,900484,511,149.39,4729,32.18
907,11:13:42,0:25:58,900826,335,61.77,4734,33.36
908,11:13:43,0:25:59,902552,441,109.77,4739,33.36
909,11:13:45,0:26:2,904657,60,17.43,4744,32.18
910,11:13:46,0:26:2,905416,291,50.97,4750,33.04
911,11:13:47,0:26:3,906297,515,147.53,4755,33.36
912,11:13:47,0:26:4,906834,199,33.86,4760,32.18
913,11:13:48,0:26:4,907457,63,17.91,4765,33.36
914,11:13:49,0:26:5,908187,99,21.91,4771,33.04
915,11:13:49,0:26:5,908386,451,113.08,4776,33.47
